GeneSymbol	A21_05_C3_P5_249126	A21_05_C3_P5_533481	A21_05_C3_P5_577716	A21_05_C3_P5_86722	A21_05_C3_P5_251707	A21_05_C3_P5_755486	A21_05_C3_P5_637637	A21_05_C3_P5_572742
MMP14	2.272	2.710	2.473	1.431	2.368	1.874	2.460	2.328
MMP16	0.000	0.660	0.000	0.000	1.077	0.000	0.568	0.611
MMP2	2.484	3.213	3.405	2.469	2.841	2.825	3.002	3.443
MMP3	0.000	0.000	0.000	0.492	0.498	0.000	0.000	0.000
MMP9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MMS22L	0.000	0.000	0.000	0.000	0.498	0.000	0.568	0.000
MN1	0.377	0.000	0.000	0.000	0.000	0.000	0.568	0.611
MND1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MNS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MOXD1	1.871	1.054	0.401	0.821	0.498	0.524	1.192	0.000
MROH8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611
MRPS6	0.650	0.660	1.090	1.068	0.000	0.000	0.568	0.000
MRTO4	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000
MRVI1	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
MSMO1	0.000	0.384	0.000	0.492	0.000	0.000	0.000	1.260
MSX1	0.000	0.660	0.000	0.000	0.000	0.000	0.000	0.000
MT-RNR1	3.114	3.027	3.514	3.061	2.427	2.066	2.065	3.166
MT1A	0.000	0.384	0.401	0.492	0.000	0.000	1.192	0.000
MT1E	0.377	0.000	1.090	1.265	0.000	0.524	0.000	0.987
MT1L	0.377	0.660	0.000	0.492	0.498	0.524	0.000	0.000
MT2A	1.321	2.192	3.056	1.807	1.708	2.227	0.000	2.407
MTCO1P29	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MTFR2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MTHFD1	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MTHFD2	0.377	0.000	0.000	0.000	0.000	0.524	0.000	0.000
MTUS1	0.000	0.000	0.000	0.000	0.498	0.000	0.928	0.000
MUC20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MX1	0.000	0.000	0.000	0.492	0.829	0.000	0.000	0.611
MX2	0.000	0.000	0.000	0.492	0.829	0.000	0.000	0.000
MXD3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MXRA5	1.436	0.660	0.908	0.492	0.000	0.000	0.000	0.611
MYADM	0.000	0.000	0.000	0.492	0.498	0.867	0.568	0.611
MYBL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MYBL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MYC	0.377	0.000	0.000	0.492	0.000	0.000	0.000	0.000
MYL9	2.173	1.452	0.908	0.000	0.000	0.524	0.568	0.000
MYLK	1.041	0.384	0.687	0.000	0.000	0.524	0.568	0.987
MYLPF	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MYO10	1.041	0.000	0.000	0.000	0.498	0.000	0.000	0.000
MYO1B	0.377	0.000	1.861	0.492	0.498	0.867	0.568	0.000
MYO1D	0.650	0.000	0.401	0.492	0.498	0.524	0.568	0.000
MZT1	0.000	0.000	0.401	0.821	0.000	0.000	0.000	0.000
N4BP2	1.041	0.000	0.000	0.000	0.829	0.524	0.000	0.000
NAA15	0.377	0.660	0.401	0.492	0.498	0.867	0.000	0.000
NABP1	0.650	0.660	1.243	1.431	0.498	0.867	0.928	0.000
NAMPT	0.377	0.384	0.401	0.000	0.000	1.324	0.000	0.000
NAP1L3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NASP	0.650	0.660	0.401	0.492	1.077	0.867	0.568	0.000
NAT2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NAV1	0.650	0.000	0.401	0.492	0.000	1.121	0.568	1.260
NAV2	0.377	0.000	0.000	0.492	0.498	0.524	0.928	0.987
NBL1	1.871	0.660	1.376	0.821	1.441	1.121	0.928	0.611
NCAM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAM2	0.000	1.054	0.000	0.000	0.000	0.000	0.000	0.000
NCAPD2	0.377	0.660	0.000	0.000	0.000	0.000	0.000	0.611
NCAPD3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAPG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAPG2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAPGP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAPH	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCKAP5	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000
NCL	1.436	1.337	0.687	1.807	1.583	1.324	1.401	1.930
NDC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NDC80	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000
NDN	1.321	0.384	0.000	0.821	0.498	0.000	0.000	0.000
NDNF	0.000	0.000	0.000	0.492	0.000	0.000	0.568	0.000
NDUFA4L2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NDUFAB1	0.650	0.384	0.401	0.492	0.498	0.000	0.568	0.000
NEAT1	1.939	0.877	2.662	1.265	2.239	1.324	2.157	0.000
NEB	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEBL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NECTIN4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEDD1	0.377	0.000	0.000	0.821	0.000	0.000	0.000	0.000
NEDD9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEFH	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEFL	0.000	0.660	0.000	0.000	0.000	0.000	0.000	0.000
NEFM	0.000	1.452	0.000	0.000	0.000	0.000	0.000	0.000
NEGR1	0.000	0.000	0.000	0.821	0.000	0.867	0.000	0.000
NEIL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEIL3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEK2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEK7	0.000	0.384	0.000	0.000	0.000	0.524	0.568	0.611
NES	0.377	0.000	0.000	0.000	0.829	0.867	0.568	0.611
NET1	0.650	0.000	0.401	0.000	0.829	0.867	0.568	0.000
NETO1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NETO2	0.000	0.384	0.000	0.000	0.000	0.524	0.000	0.000
NEURL1B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEXN	0.000	0.877	0.000	0.821	0.000	0.000	0.000	0.000
NFATC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NFIB	0.377	0.000	0.401	0.000	1.275	0.524	0.000	0.611
NFKBIA	0.377	0.384	0.000	0.000	0.000	1.324	0.000	0.000
NFKBIZ	0.650	0.384	0.687	0.000	0.000	0.867	0.928	0.000
NGEF	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NGF	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.611
NGFR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NIBAN1	0.000	0.384	1.243	0.492	0.498	0.867	0.568	0.611
NIFK	0.000	0.660	0.401	0.821	0.000	0.000	0.000	0.000
NKD2	0.000	0.000	0.000	0.000	0.829	0.524	0.568	0.000
NKX3-2	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
NLGN1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NLN	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000
NLRP2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NME1	1.041	1.957	1.599	1.265	1.275	1.492	1.401	1.930
NNAT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NNMT	1.633	1.054	0.908	0.821	0.498	1.762	0.928	0.987
NOC3L	0.000	0.000	0.000	0.821	0.000	0.000	0.000	0.000
NOLC1	0.377	0.000	0.401	0.821	0.000	0.000	0.000	1.260
NOP16	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
NOP56	0.000	0.660	0.000	0.000	0.000	0.867	0.000	0.000
NOP58	0.377	0.384	0.401	0.492	0.000	0.524	0.000	0.000
NOTCH3	0.650	0.384	0.401	0.000	0.000	0.000	0.000	0.000
NOVA2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NPAS3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NPDC1	0.864	0.660	0.000	0.492	0.829	0.000	0.000	0.611
NPR3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NPTX1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NPTXR	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
NR1D1	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.611
NR2F1	0.000	0.000	0.401	0.821	0.000	0.000	0.568	0.000
NR2F2	0.377	1.337	0.000	0.821	0.498	1.636	0.000	0.611
NR4A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NREP	2.224	1.736	1.599	1.572	1.918	1.762	1.401	0.611
NRG1	0.000	0.000	0.000	0.492	0.000	0.524	0.000	0.611
NRK	0.000	0.000	0.000	0.492	0.000	0.000	0.000	0.000
NRN1	0.864	0.000	0.000	0.000	0.498	0.524	0.568	0.000
NRP2	0.650	0.660	0.687	0.000	0.000	0.000	0.928	0.987
NRXN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NSD2	0.377	0.384	0.000	0.000	0.000	0.000	0.000	0.000
NT5DC2	0.377	0.877	0.401	0.821	0.829	1.324	0.568	1.474
NT5E	2.003	0.384	0.908	1.431	0.498	0.867	0.568	0.000
NTM	1.633	1.452	0.687	1.431	1.077	0.000	1.192	1.474
NTN4	0.000	0.000	0.401	0.000	0.000	0.524	0.000	0.611
NTNG1	1.191	0.384	0.401	0.821	0.000	0.524	0.928	0.987
NTSR1	0.000	0.000	0.000	0.000	0.829	0.000	0.000	0.000
NUAK1	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000
NUCKS1	1.798	1.650	1.935	0.821	1.275	1.762	1.963	0.987
NUF2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NUP107	0.000	0.660	0.401	0.000	0.000	0.524	0.000	0.000
NUP50	0.864	0.384	0.687	0.492	0.000	0.867	0.568	0.000
OAS1	0.000	0.000	0.000	0.492	0.498	0.000	0.000	0.000
OAS2	0.000	0.000	0.000	0.821	0.498	0.000	0.000	0.000
OAS3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
OASL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ODC1	0.000	0.000	0.000	0.000	0.000	0.867	0.000	0.000
OGFRL1	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
OGN	1.041	0.660	0.000	0.000	0.000	0.000	0.000	0.987
OIP5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
OLFM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
OLFM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
OLFML1	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000
OLFML2A	0.650	0.000	0.000	0.000	0.000	0.000	0.568	0.611
OLFML2B	0.650	2.081	1.376	1.807	2.482	1.121	1.401	1.474
OMD	0.000	0.384	0.000	0.492	0.000	0.000	0.000	0.000
OMG	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
ORC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ORC6	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
OSR1	0.377	0.384	0.401	0.000	1.077	0.000	0.568	0.611
OSR2	0.864	0.384	0.000	0.000	0.498	0.000	0.000	0.000
OXTR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P2RX7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PA2G4	1.191	1.054	0.401	1.265	1.708	0.524	1.849	0.987
PAG1	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
PAICS	0.000	0.384	0.000	0.492	0.000	1.324	0.928	0.000
PAK3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PALLD	1.540	1.452	1.243	1.807	1.077	1.121	0.928	1.260
PALM2-AKAP2	1.540	0.384	1.376	1.265	0.000	1.636	0.000	0.611
PALMD	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
PAPPA	0.377	0.384	1.494	1.265	1.818	0.867	0.568	0.000
PAQR4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PARD3B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PARP2	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000
PARPBP	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PART1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PAWR	0.000	0.384	0.000	0.000	0.000	0.000	0.568	0.000
PAX6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PAX8-AS1	0.000	0.000	0.000	0.492	0.000	0.000	0.000	0.000
PBK	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.611
PCDH10	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDH7	0.650	0.660	0.687	0.821	0.498	0.867	0.568	0.000
PCDH9	0.000	0.384	0.401	0.000	0.000	0.524	0.000	0.000
PCDHB15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDHB16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCDHB5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCLAF	0.000	0.000	0.687	0.000	1.077	0.000	0.928	0.000
PCNA	0.377	1.337	0.687	0.000	0.829	0.000	0.000	0.000
PCOLCE2	0.650	0.384	0.401	0.000	0.000	0.000	0.928	0.000
PCSK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCSK5	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PCSK9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE1B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE3A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE3B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDE5A	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
PDGFD	0.000	0.000	0.000	0.000	0.000	0.524	0.928	0.987
PDGFRA	1.041	0.384	1.090	1.265	1.077	1.975	1.401	0.611
PDGFRL	0.377	0.000	0.401	1.265	0.000	0.000	0.568	0.000
PDLIM3	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PDPN	0.864	1.337	0.687	0.000	0.498	0.524	0.000	0.000
PEA15	1.041	0.384	0.908	1.572	0.498	0.524	0.568	0.000
PEG10	0.864	0.000	0.000	0.000	0.000	0.524	0.000	0.000
PEG3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PENK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PF4V1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PFN1	2.751	2.855	2.514	2.708	2.677	2.825	2.583	3.054
PGF	0.000	0.000	0.000	0.000	0.000	1.121	1.573	0.000
PHACTR3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PHEX	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PHF19	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
PHIP	0.650	0.877	0.000	0.000	0.000	0.000	0.928	0.000
PHLDA1	0.864	0.000	0.908	0.492	0.498	0.524	0.000	0.611
PHLDA2	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.611
PI16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PID1	0.000	0.384	0.687	0.000	0.000	0.000	0.000	0.000
PIEZO2	0.000	0.000	0.000	0.000	0.000	0.000	1.192	0.000
PIF1	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000
PIK3R6	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
PILRB	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PIM1	0.000	0.384	0.000	1.068	0.000	0.524	0.000	0.611
PIMREG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PIWIL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PKMYT1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLAC9	0.650	1.556	0.908	0.000	0.498	0.867	0.928	0.987
PLAT	0.650	0.000	0.401	0.000	1.077	0.000	1.401	0.000
PLAU	0.377	0.660	1.243	0.000	0.498	0.000	0.568	0.000
PLAUR	0.377	0.660	0.687	0.492	0.829	0.524	0.568	0.000
PLCB1	0.650	0.000	0.687	0.492	0.000	1.324	0.000	0.000
PLEKHG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLEKHH2	0.000	0.000	0.401	0.000	0.000	0.000	0.568	0.000
PLIN2	1.871	1.054	1.090	0.000	0.498	0.000	1.401	1.474
PLK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLK2	0.650	0.660	0.401	0.000	0.829	0.524	0.000	0.987
PLK4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLOD2	1.321	2.243	1.781	1.696	2.091	2.227	0.928	1.260
PLP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLPP1	0.000	0.384	0.401	0.821	1.077	1.121	1.721	1.260
PLPP3	0.864	0.660	0.401	0.492	0.000	0.524	0.568	0.987
PLPP4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLTP	1.041	1.556	0.000	1.068	0.829	0.524	0.000	1.260
PLXDC1	0.864	0.384	0.687	0.000	0.829	0.000	0.000	0.000
PLXDC2	0.650	0.000	0.401	0.000	0.000	0.000	0.000	0.000
PLXNC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PMAIP1	0.000	0.660	0.687	0.000	0.000	0.867	0.000	0.000
PMEPA1	0.650	0.000	0.401	0.000	1.441	1.324	0.568	0.987
PMFBP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PNMA2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PNP	0.000	1.054	0.000	0.000	0.000	0.524	0.000	0.000
PNPT1	0.000	0.000	0.687	0.000	0.000	0.000	0.000	0.000
POC1A	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
POLD3	0.377	0.384	0.000	0.000	0.000	0.000	0.000	0.000
POLE2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
POLE3	0.000	0.384	0.401	0.000	0.498	0.000	0.928	0.000
POLQ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
POSTN	0.000	0.384	2.128	2.355	2.008	1.762	2.837	2.242
POU2F2	0.377	0.660	0.401	0.000	1.077	0.000	0.000	0.000
PPFIA2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PPIF	0.377	0.384	0.687	0.492	0.000	0.000	0.000	0.000
PPL	0.000	0.000	0.687	0.000	0.000	0.000	0.000	0.000
PPP1R3C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRAG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611
PRC1	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
PRDM1	0.000	0.384	0.000	0.000	0.498	0.000	0.568	0.000
PRDM16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRG4	0.650	0.877	1.090	0.492	0.498	0.000	0.000	0.000
PRICKLE1	0.650	1.337	0.000	1.068	0.498	1.636	0.568	1.260
PRKCZ-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRKDC	0.000	0.660	0.687	0.492	0.000	0.000	0.568	0.611
PRLR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611
PRMT1	0.377	0.877	0.401	0.000	0.498	1.121	0.928	0.611
PRPS1	0.000	0.000	0.401	0.000	0.000	0.000	0.000	0.000
PRR11	0.000	0.000	0.000	0.000	0.000	0.524	0.568	0.000
PRRG3	0.000	0.000	0.687	0.492	0.000	0.000	0.000	0.000
PRSS21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PRSS23	0.864	1.452	0.401	1.068	0.000	0.524	0.568	0.611
PRXL2A	0.000	0.000	0.000	0.492	0.000	0.000	0.000	0.611
PSAP	2.272	2.577	2.878	2.414	2.306	1.975	1.573	2.480
PSAT1	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PSG5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PSIP1	0.650	0.384	1.090	0.000	0.829	0.000	0.000	0.000
PSMC3IP	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PSMD14	0.000	0.877	0.000	0.000	0.498	0.867	0.000	0.611
PSMD2	1.540	0.384	0.908	0.821	0.498	1.324	1.192	1.474
PSRC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTCHD4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGDS	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGER2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGER3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTGER4	0.000	0.000	0.000	0.492	0.000	0.000	0.000	0.000
PTGES	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611
PTGES3	1.041	0.877	0.401	0.821	0.498	1.121	0.928	0.611
PTGFR	0.377	0.000	0.000	0.492	0.498	0.000	0.000	0.000
PTGFRN	0.000	1.054	0.687	0.000	0.829	0.867	1.401	0.611
PTGIS	1.436	0.384	1.376	0.821	0.000	1.636	1.963	1.474
PTGS1	0.377	1.054	0.687	0.000	0.000	0.000	0.000	0.000
PTGS2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTHLH	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000
PTMA	1.871	1.957	2.553	2.414	2.841	3.303	2.639	2.728
PTN	0.000	0.000	0.000	0.821	0.000	0.000	0.000	0.000
PTPRD	1.041	0.384	0.000	0.000	0.000	0.000	0.000	0.000
PTPRE	0.000	0.000	0.401	0.492	0.000	0.000	0.000	0.000
PTPRF	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.611
PTPRN	0.000	0.000	0.000	0.000	0.498	0.000	0.000	0.000
PTPRN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTPRQ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTTG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTX3	0.000	0.384	0.000	1.068	0.000	0.000	0.000	0.000
PUM3	0.000	0.660	0.000	0.492	1.077	0.524	0.000	0.000
PURPL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PXDN	1.540	2.021	1.494	1.068	0.829	0.867	0.000	1.650
QPCT	0.377	0.384	0.687	0.492	1.077	0.524	0.000	0.000
QPRT	0.864	1.054	1.243	1.068	1.708	0.867	1.573	1.800
RAB27B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAB31	1.041	1.337	1.243	0.492	1.583	0.867	0.928	1.260
RAB3B	0.377	0.660	0.401	0.492	0.000	0.000	0.928	0.987
RACGAP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAD18	0.377	0.000	0.000	0.000	0.498	0.000	0.000	0.000
RAD21	0.864	0.384	0.000	0.492	1.275	1.121	1.192	0.987
RAD51	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAD51AP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAD54L	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAD9B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAMP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RAN	1.939	1.889	2.186	2.156	2.008	2.299	1.573	1.260
RANBP1	0.650	0.660	0.000	0.000	1.077	0.867	0.568	0.000
RANBP17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RANGAP1	0.377	0.384	0.000	0.000	0.000	0.000	0.568	0.000
RARRES1	0.377	0.877	0.401	0.492	0.000	1.492	1.192	1.650
RARRES2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RASD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RASGRP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RASSF2	0.000	0.384	0.000	0.000	0.000	1.121	0.000	0.987
RBBP8	0.650	0.000	0.000	0.000	0.000	0.524	0.000	0.000
RBM46	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RBP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RCAN1	0.377	0.384	0.401	0.000	0.000	0.000	0.000	0.000
RCAN2	0.377	0.000	0.908	0.000	1.077	0.867	0.568	0.000
RCC2	0.650	1.205	0.687	1.068	1.077	0.000	1.192	1.260
RDH10	0.000	0.384	0.000	0.000	0.000	0.524	0.000	0.000
REEP4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
REEP6	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000
REPS2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RETREG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
REV3L	0.000	0.384	0.687	0.000	1.583	0.524	1.721	0.987
RFC3	0.000	0.000	0.000	0.492	0.000	0.000	0.000	0.000
RFC4	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000
RFC5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RFLNB	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RFPL1S	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RFWD3	0.000	0.000	0.401	0.492	0.000	0.000	0.000	0.000
RGCC	0.000	0.877	1.694	1.068	0.498	0.000	0.928	0.987
RGS16	0.377	0.000	1.599	0.000	0.000	0.867	0.000	0.000
RGS2	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RGS4	0.650	0.000	0.401	0.000	1.275	0.000	0.000	0.611
RHOB	0.650	0.000	0.000	0.000	0.000	0.000	0.000	1.260
RHOJ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611
RIF1	0.000	0.000	0.687	0.000	0.498	0.524	0.568	0.000
RMI1	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000
RMI2	0.000	0.384	0.000	0.000	0.000	0.000	0.568	0.000
RN7SL832P	0.000	0.000	0.000	0.000	0.000	0.524	0.000	0.000
RND3	0.377	0.877	1.376	0.821	0.498	2.150	0.568	0.987
RNF144A	0.000	0.000	0.401	0.492	0.000	1.324	0.000	0.000
RNF150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RNF152	0.000	0.000	0.000	0.000	0.000	0.524	0.568	0.000
RNU1-85P	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ROR1-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RORB	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RPA3	0.377	0.000	0.000	0.821	0.000	0.867	0.000	0.987
RPL22L1	0.000	0.384	1.243	1.265	0.829	0.524	0.568	0.000
RPL38P3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
