GeneSymbol	A21_05_C2_P5_627989	A21_05_C2_P5_128351	A21_05_C2_P5_307432	A21_05_C2_P5_162218	A21_05_C2_P5_755916	A21_05_C2_P5_787444	A21_05_C2_P5_352352	A21_05_C2_P5_438815	A21_05_C2_P5_70683	A21_05_C2_P5_232986	A21_05_C2_P5_871915	A21_05_C2_P5_142405	A21_05_C2_P5_383696	A21_05_C2_P5_190510	A21_05_C2_P5_859759	A21_05_C2_P5_617183	A21_05_C2_P5_576934	A21_05_C2_P5_283019	A21_05_C2_P5_596460	A21_05_C2_P5_654803	A21_05_C2_P5_253471	A21_05_C2_P5_506975	A21_05_C2_P5_239328	A21_05_C2_P5_317515	A21_05_C2_P5_195085	A21_05_C2_P5_683878	A21_05_C2_P5_414797	A21_05_C2_P5_170324	A21_05_C2_P5_51980	A21_05_C2_P5_504840	A21_05_C2_P5_200807	A21_05_C2_P5_300103	A21_05_C2_P5_845053	A21_05_C2_P5_123870	A21_05_C2_P5_484043	A21_05_C2_P5_417735	A21_05_C2_P5_768487	A21_05_C2_P5_657834	A21_05_C2_P5_296097	A21_05_C2_P5_117136	A21_05_C2_P5_80111	A21_05_C2_P5_703673	A21_05_C2_P5_176254	A21_05_C2_P5_338209	A21_05_C2_P5_620018	A21_05_C2_P5_95513	A21_05_C2_P5_195159	A21_05_C2_P5_296009	A21_05_C2_P5_236272	A21_05_C2_P5_159230	A21_05_C2_P5_821263	A21_05_C2_P5_273470	A21_05_C2_P5_303651	A21_05_C2_P5_394590	A21_05_C2_P5_137247	A21_05_C2_P5_345140	A21_05_C2_P5_432962	A21_05_C2_P5_811488	A21_05_C2_P5_506171	A21_05_C2_P5_538224	A21_05_C2_P5_830809	A21_05_C2_P5_750516	A21_05_C2_P5_230762	A21_05_C2_P5_454049	A21_05_C2_P5_800935	A21_05_C2_P5_525352	A21_05_C2_P5_536476	A21_05_C2_P5_689338	A21_05_C2_P5_762880	A21_05_C2_P5_856701	A21_05_C2_P5_528842	A21_05_C2_P5_405914	A21_05_C2_P5_514433	A21_05_C2_P5_159909	A21_05_C2_P5_382146	A21_05_C2_P5_432396	A21_05_C2_P5_646775	A21_05_C2_P5_384399	A21_05_C2_P5_135343	A21_05_C2_P5_135361	A21_05_C2_P5_822297	A21_05_C2_P5_380835	A21_05_C2_P5_81754	A21_05_C2_P5_148457	A21_05_C2_P5_35506	A21_05_C2_P5_284533	A21_05_C2_P5_28165	A21_05_C2_P5_634752	A21_05_C2_P5_625288
SUGCT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.869	0.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SULF1	1.718	1.900	0.558	2.561	2.623	1.863	1.978	1.756	2.533	0.587	1.812	0.613	2.889	1.311	1.517	1.995	1.702	1.320	1.891	2.265	2.172	1.769	0.683	2.487	1.375	2.419	1.644	1.127	2.523	1.141	1.828	1.656	0.723	0.000	2.139	2.173	1.442	2.158	1.677	1.471	0.000	1.467	2.031	2.744	2.044	2.427	2.396	0.776	1.176	0.000	2.845	1.193	0.000	1.932	1.518	0.000	1.943	1.226	2.909	0.796	1.780	1.982	0.808	2.131	1.806	2.016	1.274	2.004	3.720	1.611	2.215	1.639	1.309	0.864	2.488	0.881	0.000	1.762	0.960	0.984	2.780	2.434	1.505	2.093	1.536	2.368	1.635	0.000	2.505
SULF2	0.000	0.000	0.000	0.000	0.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SULT1A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SUN2	0.650	0.490	1.176	0.558	0.000	0.575	0.576	1.222	1.786	0.955	0.000	1.264	1.266	1.859	0.637	0.646	1.306	0.650	1.338	1.910	0.679	0.000	1.371	0.694	0.000	1.404	1.419	1.127	1.126	1.141	0.715	1.138	0.723	0.780	0.728	0.000	0.731	1.454	1.862	0.751	1.473	0.747	1.875	1.175	1.701	0.000	1.169	1.208	0.752	0.768	1.497	0.764	0.000	1.745	1.217	1.937	0.000	0.790	1.246	0.796	1.547	1.793	0.808	0.000	0.000	1.825	0.000	1.272	1.614	0.000	0.000	0.869	1.309	0.864	1.324	0.881	0.875	1.762	1.764	0.984	2.044	2.072	1.505	0.000	0.000	0.000	1.120	1.668	0.000
SUPT16H	0.377	0.817	0.000	0.914	0.561	0.938	0.576	1.222	0.603	1.223	0.000	0.991	0.993	0.000	1.022	0.000	1.028	0.000	1.558	0.672	1.586	1.081	0.000	0.000	0.000	0.000	0.715	0.715	1.417	0.725	1.419	1.138	0.000	1.213	0.000	0.000	0.731	1.159	1.450	1.175	0.752	1.695	1.165	0.751	0.000	0.000	1.465	0.776	0.000	0.000	0.000	0.764	1.492	1.212	0.783	0.783	0.000	0.000	0.000	0.000	0.803	1.254	0.808	0.000	0.000	0.000	0.827	1.579	0.851	0.000	0.000	0.000	1.309	0.000	0.000	1.656	0.000	0.959	0.000	0.984	1.473	1.497	1.834	0.000	0.000	0.000	0.000	0.000	1.178
SUSD2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.000	0.000	0.000	0.000	0.826	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.038	0.000	0.000	0.000	0.000
SUV39H1	0.377	0.000	0.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.747	0.000	0.000	0.000	0.000	0.746	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.834	0.000	0.826	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SVIL	0.000	0.000	0.000	0.000	0.000	0.938	0.576	0.000	0.977	0.000	0.000	0.000	0.615	0.000	0.637	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.694	0.000	0.000	0.000	0.000	0.714	0.000	0.000	0.723	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.752	0.000	0.744	0.000	0.751	0.000	0.000	0.000	0.000	1.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.796	0.000	0.812	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.960	0.000	0.986	0.000	1.012	0.000	0.000	0.000	0.000	0.000	0.000
SWAP70	1.040	0.000	0.558	0.558	0.561	0.938	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.643	1.300	0.000	0.640	1.040	0.661	0.000	0.000	0.000	0.000	0.000	0.686	0.000	0.715	0.000	0.714	0.725	0.000	0.000	0.723	0.000	1.144	0.000	0.731	1.159	0.000	0.000	1.888	0.000	0.744	0.000	0.000	0.764	0.000	0.000	0.000	0.768	0.000	0.764	0.000	1.212	0.000	0.000	0.000	0.790	0.806	0.000	0.000	0.812	0.808	0.805	1.265	0.000	1.274	0.000	0.851	0.000	0.859	0.000	0.000	0.000	0.867	0.000	0.000	0.000	0.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYCE1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNC	0.000	0.000	0.000	0.000	0.000	0.575	0.576	0.587	0.977	0.955	0.617	0.613	0.000	1.032	0.000	0.000	0.640	0.000	0.000	0.000	0.679	0.000	0.000	0.000	0.686	0.705	0.715	0.000	0.000	0.000	0.000	0.000	0.000	0.780	0.728	0.000	0.000	0.000	1.450	0.751	0.000	0.747	0.000	0.000	0.000	0.000	1.169	0.000	0.000	0.000	0.000	0.764	0.000	0.000	0.783	0.000	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.635	0.000	0.000
SYNCRIP	1.539	1.690	1.942	1.555	1.180	2.079	0.939	2.102	0.977	1.223	1.485	2.050	1.807	1.311	2.094	1.314	1.306	2.118	2.339	1.355	1.586	0.680	1.371	1.793	1.933	1.628	1.644	1.418	2.116	0.000	1.644	1.656	1.139	1.745	1.144	1.467	1.854	1.159	1.155	1.471	0.752	1.695	1.689	2.298	1.176	1.192	1.169	1.739	2.044	2.207	1.915	2.524	1.492	1.514	1.518	1.217	1.943	1.528	0.000	1.769	1.243	1.793	0.808	1.783	1.572	2.176	0.827	1.579	1.614	1.848	1.863	1.639	1.309	1.320	2.067	2.088	1.334	1.439	1.440	0.984	1.798	0.000	2.585	1.021	1.038	2.368	1.973	0.000	1.178
SYNDIG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNE2	0.000	0.000	0.000	0.000	0.000	0.938	0.000	0.000	0.000	0.955	0.000	0.000	0.615	0.000	0.000	0.000	0.000	0.000	0.661	0.000	0.679	0.680	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.127	0.000	0.000	0.000	0.000	0.748	0.731	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.776	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.787	0.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.959	0.000	0.000	0.986	0.000	0.000	0.000	0.000	1.077	0.000	0.000	0.000
SYNJ2	0.377	0.817	0.558	0.914	0.000	0.575	0.939	1.222	0.603	0.000	0.617	0.000	0.615	1.032	0.637	0.000	0.640	0.000	1.056	1.355	0.000	0.000	1.085	0.000	1.089	0.705	0.715	0.715	0.000	1.660	0.000	0.000	1.139	0.780	0.728	0.000	0.000	0.000	0.736	0.000	1.176	1.170	1.165	0.000	0.000	1.192	0.746	1.208	0.752	0.000	0.769	0.764	0.000	0.780	1.217	0.000	0.787	0.000	0.806	0.000	0.803	0.812	0.808	0.000	0.821	0.834	0.000	0.000	0.000	0.000	1.626	0.000	0.855	0.864	0.000	1.342	0.000	0.000	0.000	0.984	0.986	0.000	1.012	1.021	0.000	0.000	0.000	1.147	1.178
SYNPO2	0.000	0.490	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.617	0.613	0.000	0.643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.572	0.000	0.000	0.000	0.851	0.849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYT1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYT7	0.000	0.000	0.000	0.000	0.561	0.000	0.000	0.000	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.646	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYTL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYTL5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
