GeneSymbol	A21_05_C3_P5_438326	A21_05_C3_P5_80000	A21_05_C3_P5_675243	A21_05_C3_P5_39323	A21_05_C3_P5_540516	A21_05_C3_P5_675883	A21_05_C3_P5_795538	A21_05_C3_P5_192610	A21_05_C3_P5_201880	A21_05_C3_P5_426236	A21_05_C3_P5_119081	A21_05_C3_P5_243946	A21_05_C3_P5_677988	A21_05_C3_P5_722696	A21_05_C3_P5_385496	A21_05_C3_P5_555709	A21_05_C3_P5_160648	A21_05_C3_P5_114001	A21_05_C3_P5_631908	A21_05_C3_P5_341331	A21_05_C3_P5_810696	A21_05_C3_P5_451659	A21_05_C3_P5_167316	A21_05_C3_P5_730545	A21_05_C3_P5_4191	A21_05_C3_P5_306948	A21_05_C3_P5_799333	A21_05_C3_P5_51050
AL662907.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL672207.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ALCAM	0.000	1.262	0.648	1.087	0.902	0.000	1.082	0.345	0.342	0.620	0.356	0.848	0.653	0.879	0.669	0.000	0.754	0.000	1.141	0.000	1.335	0.000	0.455	0.457	0.759	1.015	0.000	0.000
ALDH1A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ALDH1A2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ALDH1A3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.848	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.450	0.461	0.000	0.000
ALPL	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ALYREF	0.377	0.447	0.648	0.838	0.741	0.746	0.577	0.602	0.596	0.357	0.000	0.368	0.000	0.879	0.390	0.406	0.754	1.283	0.000	0.000	0.000	1.159	0.000	0.457	0.000	0.461	0.470	0.000
AMD1	0.206	0.248	0.795	0.504	0.741	0.314	0.000	0.345	0.596	0.357	0.356	0.368	0.000	1.057	0.390	0.000	0.446	0.000	0.427	0.438	0.751	0.000	0.000	0.457	0.450	0.461	0.000	0.000
AMOTL2	0.000	0.248	0.648	1.087	0.902	1.168	0.329	0.000	0.596	0.357	0.000	0.848	0.653	0.000	0.000	0.694	0.989	0.942	0.954	0.000	0.444	0.971	0.455	0.000	0.995	1.015	0.789	0.500
ANGPT1	0.649	0.248	0.000	0.000	0.312	0.000	0.577	0.975	0.000	0.620	0.000	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.954	0.438	0.000	0.739	0.000	0.457	0.000	0.000	0.000	0.000
ANGPT2	0.000	0.000	0.000	0.000	0.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.000	0.000
ANGPTL1	0.000	0.000	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ANGPTL2	0.377	0.000	0.000	0.283	0.000	0.314	0.000	0.602	0.000	0.357	0.000	0.637	0.379	0.385	0.669	0.000	0.754	0.420	0.725	0.438	0.444	0.000	0.455	0.457	0.759	0.000	0.470	0.500
ANGPTL4	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.345	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.436	0.455	0.000	0.000	0.461	0.000	0.000
ANK3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ANKH	0.522	0.754	0.265	1.087	0.312	1.046	0.577	0.000	0.342	0.357	1.486	0.368	0.653	2.025	0.000	1.255	0.989	1.127	0.427	0.000	0.751	0.000	0.455	0.770	0.759	0.000	0.000	0.832
ANKRD33	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ANKRD36C	0.000	0.248	0.265	0.000	0.000	0.000	0.329	0.345	0.000	0.000	0.000	0.368	0.000	0.000	0.390	0.000	0.000	0.714	0.000	0.438	0.000	0.000	0.766	0.457	0.000	0.000	0.000	0.832
ANKRD37	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.000	0.000	0.000	0.000	0.457	0.000	0.000	0.000	0.000
ANKRD50	0.000	0.754	0.000	0.000	0.312	0.314	0.000	0.000	0.342	0.357	0.825	0.848	0.868	0.662	0.000	1.255	1.179	0.420	0.725	0.000	0.985	0.739	0.766	0.000	0.000	0.461	0.000	0.000
ANLN	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ANO1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ANO4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ANOS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ANP32B	0.649	1.089	1.139	1.087	1.270	0.553	0.577	1.246	1.624	1.000	1.271	1.517	0.653	0.662	1.467	1.794	1.476	1.283	0.954	0.438	1.593	1.317	1.615	1.827	1.605	1.015	1.030	1.446
ANP32E	0.206	0.248	0.265	0.283	1.040	0.000	0.000	0.000	0.342	1.000	0.618	0.848	0.868	0.000	0.000	0.406	0.754	1.283	0.000	0.741	0.444	0.436	0.455	0.000	0.000	0.461	0.470	0.000
ANTXR1	0.864	0.612	0.474	0.504	1.162	0.746	0.329	0.805	0.000	0.828	0.356	0.368	1.045	1.339	0.669	0.406	0.754	0.420	1.141	0.974	0.000	0.971	0.766	1.008	0.450	0.461	1.030	1.081
ANXA1	1.488	1.339	0.923	1.287	1.685	1.464	1.082	2.028	1.773	1.388	1.813	1.978	1.326	1.740	1.219	1.388	1.339	0.420	1.298	1.871	1.968	1.317	1.195	0.770	1.899	1.630	1.225	1.081
ANXA10	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AP001033.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AP001148.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AP001528.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
APBB1IP	0.000	0.612	0.265	0.000	0.312	0.000	0.329	0.000	0.342	0.000	0.356	0.637	0.000	0.662	0.000	0.000	0.000	0.000	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.470	0.000
APCDD1	0.000	0.248	0.000	0.000	0.000	0.000	0.329	0.602	0.000	0.000	0.000	0.368	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
APCDD1L	0.956	0.612	0.000	0.000	0.741	0.553	0.000	0.345	0.000	0.000	0.997	0.848	0.379	0.000	0.000	0.000	0.446	0.000	0.427	0.000	0.444	0.436	0.766	0.000	0.000	0.461	0.000	0.500
APOBEC3A	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
APOD	0.000	0.000	0.265	0.000	0.312	0.314	1.082	0.602	0.000	0.620	0.618	0.000	1.326	0.879	0.000	0.000	1.705	1.418	0.954	0.741	0.000	0.000	0.455	0.000	0.000	0.000	0.470	0.500
APOE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
APOL1	0.377	0.000	0.000	0.838	0.312	0.746	0.577	0.975	0.342	0.000	0.000	1.023	0.000	0.385	0.000	0.000	0.000	0.420	0.954	0.000	0.751	0.000	0.000	0.000	1.186	0.461	0.000	1.280
APOL4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.766	0.000	0.759	0.000	0.000	0.000
AQP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AR	0.206	0.248	0.795	0.000	0.549	0.000	0.329	0.975	0.342	0.000	0.000	0.000	0.868	0.385	0.000	0.000	0.989	0.942	0.000	0.741	0.751	0.000	0.000	0.457	0.000	0.000	1.030	0.500
AREG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ARHGAP11A	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.000	0.000	0.000	0.000
ARHGAP18	0.377	0.000	0.000	0.685	0.902	0.314	1.082	0.805	0.799	0.828	0.356	0.000	0.653	0.000	0.000	0.406	0.754	0.714	0.000	0.000	0.444	0.436	0.000	0.770	0.450	0.776	0.789	0.000
ARHGAP20	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.356	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
ARHGAP28	0.206	0.000	0.265	0.000	0.000	0.000	0.000	0.000	0.342	0.357	0.000	0.000	0.000	0.385	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.450	0.461	0.000	0.500
ARHGAP29	0.000	0.612	0.474	0.685	0.902	0.907	1.082	0.805	0.000	1.744	0.997	0.637	0.000	0.000	0.390	0.694	0.446	0.714	0.725	0.438	0.444	0.436	0.455	0.457	0.000	0.776	0.000	0.500
ARHGDIB	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ARHGEF39	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ARID4A	0.206	0.000	0.648	0.283	0.549	0.314	0.000	0.000	0.000	1.146	0.356	0.368	0.379	0.385	0.000	0.000	0.446	0.000	0.954	0.000	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000
ARID5B	0.000	0.612	0.265	0.000	1.368	0.314	0.577	0.805	1.541	0.357	0.356	1.023	0.653	0.000	0.669	0.000	1.179	0.000	0.000	0.000	0.444	0.000	0.766	0.770	0.450	1.207	0.789	0.500
ARL4C	0.649	0.879	0.265	0.970	1.040	1.277	0.775	1.550	1.349	1.489	0.618	0.368	1.045	0.662	2.209	1.100	0.989	1.643	1.434	1.578	0.985	0.436	0.455	0.457	1.186	1.837	0.789	0.000
ARL6IP1	0.522	0.879	0.474	0.504	0.312	1.168	0.000	0.975	0.596	0.357	0.356	0.637	0.653	0.385	1.219	1.100	0.754	0.942	0.427	1.162	0.444	0.000	0.455	0.770	1.186	0.000	0.789	0.500
ASF1B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ASPM	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ASPN	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.653	0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.985	0.000	0.000	0.000	0.450	0.000	0.000	0.500
ASXL3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ATAD2	0.206	0.248	0.795	0.000	0.000	0.000	0.329	0.602	0.596	0.000	0.000	0.637	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.457	0.000	0.461	0.000	0.000
ATAD3C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ATAD5	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ATF5	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500
ATP1B1	0.377	0.000	0.000	0.000	0.312	0.000	0.000	0.345	0.342	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.162	0.000	0.000	0.000	0.457	0.759	0.000	0.000	0.500
ATP5MC1	1.040	0.879	1.535	0.504	1.040	1.277	0.577	0.602	0.967	0.357	0.618	0.848	1.045	0.000	0.888	1.100	1.179	0.942	1.141	1.321	1.175	0.436	0.766	1.200	0.995	0.776	0.789	0.500
ATP8A2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AURKA	0.000	0.000	0.000	0.000	0.000	0.314	0.000	1.972	0.000	0.000	0.000	0.000	0.000	0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.436	0.000	0.000	0.000	0.000	0.000	0.000
AURKB	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
B3GALT2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
B4GALT1	2.032	1.653	1.818	1.883	1.368	1.758	1.082	1.119	1.449	1.146	1.578	1.611	1.803	1.057	1.571	1.707	0.446	1.907	2.195	1.457	2.113	1.317	1.822	1.729	2.127	1.015	1.527	1.446
BAALC	0.206	0.000	0.265	0.283	0.741	0.000	0.000	0.345	0.000	0.000	0.000	0.000	0.868	0.000	0.000	0.000	0.446	0.000	0.000	0.438	0.444	0.000	0.455	0.000	0.000	0.000	0.000	0.500
BACH2	0.000	0.248	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.455	0.457	0.000	0.000	0.000	0.000
BAG2	0.206	0.248	0.265	0.000	0.741	0.314	0.000	1.119	0.000	0.000	0.000	0.000	0.000	0.385	0.669	0.406	0.000	0.420	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BARD1	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.000	0.000	0.000	0.000
BASP1	1.870	2.184	1.768	1.978	2.118	1.820	1.925	1.550	2.214	2.260	2.796	1.517	1.876	2.341	2.595	2.445	2.551	2.116	2.697	1.321	2.179	2.479	1.724	2.144	1.981	2.395	2.417	1.713
BBC3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BCAT1	1.320	0.879	1.139	1.192	0.902	0.907	1.082	1.459	1.349	1.000	1.271	1.171	1.326	0.385	0.669	1.100	0.754	0.714	0.000	1.162	1.335	1.159	0.455	0.457	0.759	0.000	1.030	1.280
BCHE	0.000	0.000	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.714	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BCL11B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BCL2A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BCL2L11	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BCL2L12	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.739	0.000	0.000	0.000	0.000	0.000	0.500
BCL2L15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BCL6B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BCO2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BCYRN1	2.520	0.879	2.706	1.721	0.549	1.878	3.162	1.358	0.967	1.489	1.813	0.000	2.410	2.985	3.022	2.354	1.705	0.420	1.844	0.000	2.353	0.000	1.195	2.144	2.366	1.508	1.650	3.319
BDKRB1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BDKRB2	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.637	0.379	0.000	0.000	0.000	0.000	0.000	0.427	0.000	0.000	0.436	0.000	0.457	0.000	0.000	0.000	0.000
BDNF	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.345	0.000	0.357	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BDP1	0.000	0.248	0.000	0.000	0.549	0.746	0.577	0.000	0.967	0.828	0.000	0.368	0.000	0.000	0.390	0.000	0.446	1.127	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.776	0.470	0.500
BEND7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BEX1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGN	1.586	1.477	1.317	1.883	2.026	0.314	1.925	0.975	1.449	1.274	1.143	1.300	1.441	0.385	1.666	0.694	1.339	0.942	2.000	1.162	1.335	0.436	2.068	1.729	1.713	0.461	0.789	1.824
BHLHE40	0.377	0.612	0.474	0.000	1.040	0.314	0.000	0.602	0.799	0.000	0.356	0.000	0.000	0.879	0.390	0.406	0.000	0.420	0.000	0.000	0.000	0.436	0.455	1.008	0.450	0.000	0.000	0.000
BHLHE41	0.206	0.000	0.000	0.838	0.000	0.314	0.000	0.000	0.000	0.357	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.436	0.455	0.000	0.000	0.000	0.000	0.000
BIRC5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BLM	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BMP2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BMP4	0.206	0.000	0.000	0.283	0.000	0.314	0.000	0.000	0.799	1.000	0.356	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.832
BORA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BRCA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.741	0.000	0.000	0.000	0.000	0.450	0.461	0.000	0.000
BRCA2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BRD8	0.377	0.000	0.265	0.283	0.312	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.379	0.385	0.000	0.406	0.000	0.714	0.427	0.000	0.444	0.000	0.455	0.000	0.000	0.000	0.000	0.000
BRI3BP	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
BRINP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BRIP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.470	0.000
BRIX1	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.602	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.427	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
BST2	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.828	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BTG1	0.522	0.248	0.000	0.000	0.000	0.000	0.329	0.345	0.596	0.620	0.000	0.000	0.379	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.444	0.971	0.455	0.770	0.759	0.461	0.000	0.000
BTG2	0.206	0.000	0.000	0.000	0.000	0.314	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BUB1	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BUB1B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BUB3	0.206	0.248	0.648	0.000	1.040	0.553	0.940	1.246	0.342	0.828	0.356	0.848	0.379	1.455	0.669	0.000	0.000	0.420	0.000	1.457	0.000	0.739	0.766	0.000	0.000	0.000	0.000	0.000
BX323043.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BX323046.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
